teks_keluhan_awam|teks_laporan_teknisi|tipe_aset|lokasi_gedung|lokasi_lantai|lokasi_zona|kategori_aset|severity|root_cause|jenis_kerusakan|biaya_perbaikan
Lampu Neon Sign di Gedung D, Lantai 6, Zona Tengah mengalami gangguan karena remote kontrolnya tidak berfungsi mungkin disebabkan oleh overload|Teknisi telah memperbaiki remote kontrol Lampu Neon Sign yang tidak berfungsi di Gedung D, Lantai 6, Zona Tengah dengan total biaya perbaikan Rp 1610000|Lampu Neon Sign|Gedung D|Lantai 6|Zona Tengah|Electrical|Sedang|Overload|Remote tidak berfungsi|1610000
AC Split di Parkir lantai 5 zona selatan macet kadang-kadang karena kurang perawatan sehingga overheat|Telah diperbaiki masalah overheat pada AC Split di Gedung Parkir lantai 5 zona selatan dengan biaya perbaikan Rp 122000|AC Split|Gedung Parkir|Lantai 5|Zona Selatan|Mechanical|Ringan|Kurang perawatan|Overheat|122000
AC Split di zona selatan lantai 5 gedung parkir sering netes sedikit dan berisik karena kurang perawatan sehingga overheat|Telah diperbaiki masalah overheat pada AC Split di Gedung Parkir lantai 5 zona selatan dengan biaya perbaikan Rp 122000|AC Split|Gedung Parkir|Lantai 5|Zona Selatan|Mechanical|Ringan|Kurang perawatan|Overheat|122000
AC Split di lantai 5 zona selatan gedung parkir kotor dan macet kadang-kadang karena kurang perawatan sehingga overheat|Telah diperbaiki masalah overheat pada AC Split di Gedung Parkir lantai 5 zona selatan dengan biaya perbaikan Rp 122000|AC Split|Gedung Parkir|Lantai 5|Zona Selatan|Mechanical|Ringan|Kurang perawatan|Overheat|122000
Monitor CCTV|Teknisi telah memperbaiki masalah getaran berlebihan pada Monitor CCTV dengan biaya perbaikan Rp 1760000|Monitor CCTV|Gedung Utama|Lantai 3|Zona Timur|Security Sistem|Sedang|Tegangan tidak stabil|Getaran berlebihan|1760000
Monitor CCTV|Teknisi telah mengatasi masalah tegangan tidak stabil yang menyebabkan getaran berlebihan pada Monitor CCTV dengan biaya perbaikan Rp 1760000|Monitor CCTV|Gedung Utama|Lantai 3|Zona Timur|Security Sistem|Sedang|Tegangan tidak stabil|Getaran berlebihan|1760000
Monitor CCTV|Teknisi telah memperbaiki getaran berlebihan pada Monitor CCTV yang disebabkan oleh tegangan tidak stabil dengan biaya perbaikan Rp 1760000|Monitor CCTV|Gedung Utama|Lantai 3|Zona Timur|Security Sistem|Sedang|Tegangan tidak stabil|Getaran berlebihan|1760000
Lemari di lantai 8 zona timur gedung C agak bergetar saat dibuka|Teknisi telah memperbaiki masalah getaran berlebihan pada lemari dengan biaya total Rp 1876000|Lemari/Loker|Gedung C|Lantai 8|Zona Timur|Arsitektur|Sedang|Faktor lingkungan|Getaran berlebihan|1876000
Lemari di zona timur lantai 8 gedung C terkadang bergetar|Teknisi telah memperbaiki masalah getaran berlebihan pada lemari dengan biaya total Rp 1876000|Lemari/Loker|Gedung C|Lantai 8|Zona Timur|Arsitektur|Sedang|Faktor lingkungan|Getaran berlebihan|1876000
Lemari di lantai 8 zona timur gedung C mengalami getaran yang mengganggu rutinitas|Teknisi telah memperbaiki masalah getaran berlebihan pada lemari dengan biaya total Rp 1876000|Lemari/Loker|Gedung C|Lantai 8|Zona Timur|Arsitektur|Sedang|Faktor lingkungan|Getaran berlebihan|1876000
AC Split tidak mau nyala karena remote bermasalah dan kelembaban tinggi membuatnya agak rusak|Teknisi telah memperbaiki remote AC Split dengan total biaya perbaikan Rp 1228000|AC Split|Gedung Utama|20|Zona Selatan|Mechanical|Sedang|Kelembaban tinggi|Remote tidak berfungsi|1228000
Remote AC Split rusak dan tidak bisa mengatur suhu karena kelembaban tinggi, membuat AC Split tidak nyaman digunakan|Teknisi telah memperbaiki remote AC Split dengan total biaya perbaikan Rp 1228000|AC Split|Gedung Utama|20|Zona Selatan|Mechanical|Sedang|Kelembaban tinggi|Remote tidak berfungsi|1228000
AC Split di Gedung Utama, Lantai 20, Zona Selatan, mengalami gangguan karena remote tidak berfungsi akibat kelembaban tinggi, sehingga perlu perbaikan segera|Teknisi telah memperbaiki remote AC Split dengan total biaya perbaikan Rp 1228000|AC Split|Gedung Utama|20|Zona Selatan|Mechanical|Sedang|Kelembaban tinggi|Remote tidak berfungsi|1228000
AC Split di Parkir lantai 5 zona selatan macet kadang-kadang karena kurang perawatan sehingga overheat|Telah diperbaiki masalah overheat pada AC Split di Gedung Parkir lantai 5 zona selatan dengan biaya perbaikan Rp 122000|AC Split|Gedung Parkir|Lantai 5|Zona Selatan|Mechanical|Ringan|Kurang perawatan|Overheat|122000
AC Split di zona selatan lantai 5 gedung parkir sering netes sedikit dan berisik karena kurang perawatan sehingga overheat|Telah diperbaiki masalah overheat pada AC Split di Gedung Parkir lantai 5 zona selatan dengan biaya perbaikan Rp 122000|AC Split|Gedung Parkir|Lantai 5|Zona Selatan|Mechanical|Ringan|Kurang perawatan|Overheat|122000
AC Split di lantai 5 zona selatan gedung parkir kotor dan macet kadang-kadang karena kurang perawatan sehingga overheat|Telah diperbaiki masalah overheat pada AC Split di Gedung Parkir lantai 5 zona selatan dengan biaya perbaikan Rp 122000|AC Split|Gedung Parkir|Lantai 5|Zona Selatan|Mechanical|Ringan|Kurang perawatan|Overheat|122000
Monitor CCTV|Teknisi telah memperbaiki masalah getaran berlebihan pada Monitor CCTV dengan biaya perbaikan Rp 1760000|Monitor CCTV|Gedung Utama|Lantai 3|Zona Timur|Security Sistem|Sedang|Tegangan tidak stabil|Getaran berlebihan|1760000
Monitor CCTV|Teknisi telah mengatasi masalah tegangan tidak stabil yang menyebabkan getaran berlebihan pada Monitor CCTV dengan biaya perbaikan Rp 1760000|Monitor CCTV|Gedung Utama|Lantai 3|Zona Timur|Security Sistem|Sedang|Tegangan tidak stabil|Getaran berlebihan|1760000
Monitor CCTV|Teknisi telah memperbaiki getaran berlebihan pada Monitor CCTV yang disebabkan oleh tegangan tidak stabil dengan biaya perbaikan Rp 1760000|Monitor CCTV|Gedung Utama|Lantai 3|Zona Timur|Security Sistem|Sedang|Tegangan tidak stabil|Getaran berlebihan|1760000
Lemari di lantai 8 zona timur gedung C agak bergetar saat dibuka|Teknisi telah memperbaiki masalah getaran berlebihan pada lemari dengan biaya total Rp 1876000|Lemari/Loker|Gedung C|Lantai 8|Zona Timur|Arsitektur|Sedang|Faktor lingkungan|Getaran berlebihan|1876000
Lemari di zona timur lantai 8 gedung C terkadang bergetar|Teknisi telah memperbaiki masalah getaran berlebihan pada lemari dengan biaya total Rp 1876000|Lemari/Loker|Gedung C|Lantai 8|Zona Timur|Arsitektur|Sedang|Faktor lingkungan|Getaran berlebihan|1876000
Lemari di lantai 8 zona timur gedung C mengalami getaran yang mengganggu rutinitas|Teknisi telah memperbaiki masalah getaran berlebihan pada lemari dengan biaya total Rp 1876000|Lemari/Loker|Gedung C|Lantai 8|Zona Timur|Arsitektur|Sedang|Faktor lingkungan|Getaran berlebihan|1876000
AC Split tidak mau nyala karena remote bermasalah dan kelembaban tinggi membuatnya agak rusak|Teknisi telah memperbaiki remote AC Split dengan total biaya perbaikan Rp 1228000|AC Split|Gedung Utama|20|Zona Selatan|Mechanical|Sedang|Kelembaban tinggi|Remote tidak berfungsi|1228000
Remote AC Split rusak dan tidak bisa mengatur suhu karena kelembaban tinggi, membuat AC Split tidak nyaman digunakan|Teknisi telah memperbaiki remote AC Split dengan total biaya perbaikan Rp 1228000|AC Split|Gedung Utama|20|Zona Selatan|Mechanical|Sedang|Kelembaban tinggi|Remote tidak berfungsi|1228000
AC Split di Gedung Utama, Lantai 20, Zona Selatan, mengalami gangguan karena remote tidak berfungsi akibat kelembaban tinggi, sehingga perlu perbaikan segera|Teknisi telah memperbaiki remote AC Split dengan total biaya perbaikan Rp 1228000|AC Split|Gedung Utama|20|Zona Selatan|Mechanical|Sedang|Kelembaban tinggi|Remote tidak berfungsi|1228000
AC Split mati total karena korsleting parah akibat human error|Telah dilakukan perbaikan pada AC Split dengan jenis kerusakan korsleting yang disebabkan oleh human error, dengan total biaya perbaikan sebesar Rp 4815000|AC Split|Gedung C|Lantai 4|Zona Barat|Mechanical|Berat|Human error|Korsleting|4815000
AC Split jebol karena korslet listrik yang tidak stabil akibat kelalaian manusia|Telah dilakukan perbaikan pada AC Split dengan jenis kerusakan korsleting yang disebabkan oleh human error, dengan total biaya perbaikan sebesar Rp 4815000|AC Split|Gedung C|Lantai 4|Zona Barat|Mechanical|Berat|Human error|Korsleting|4815000
AC Split berasap dan mati karena korsleting yang disebabkan oleh kesalahan operasional|Telah dilakukan perbaikan pada AC Split dengan jenis kerusakan korsleting yang disebabkan oleh human error, dengan total biaya perbaikan sebesar Rp 4815000|AC Split|Gedung C|Lantai 4|Zona Barat|Mechanical|Berat|Human error|Korsleting|4815000
Monitor CCTV di Gedung E, Lantai 3, Zona Utara rusak parah karena aus dan kotor, sehingga tidak bisa digunakan|Teknisi telah memperbaiki Monitor CCTV yang rusak parah di Gedung E, Lantai 3, Zona Utara dengan biaya perbaikan total Rp 3796000|Monitor CCTV|Gedung E|Lantai 3|Zona Utara|Security Sistem|Berat|Debu/kotoran|Aus/abrasi|3796000
Monitor CCTV di Gedung E, Lantai 3, Zona Utara mengalami kerusakan berat karena abrasi dan debu, sehingga tidak bisa berfungsi dengan baik|Teknisi telah melakukan perbaikan pada Monitor CCTV yang rusak berat di Gedung E, Lantai 3, Zona Utara dengan total biaya perbaikan Rp 3796000|Monitor CCTV|Gedung E|Lantai 3|Zona Utara|Security Sistem|Berat|Debu/kotoran|Aus/abrasi|3796000
Monitor CCTV di Gedung E, Lantai 3, Zona Utara rusak total karena aus dan kotoran yang menumpuk, sehingga perlu perbaikan segera|Teknisi telah memperbaiki Monitor CCTV yang rusak total di Gedung E, Lantai 3, Zona Utara dengan biaya perbaikan total Rp 3796000|Monitor CCTV|Gedung E|Lantai 3|Zona Utara|Security Sistem|Berat|Debu/kotoran|Aus/abrasi|3796000
Tidak berfungsi total karena aus normal, hanya netes sedikit|Perbaikan telah dilakukan dengan biaya Rp 278000 untuk mengatasi masalah tidak berfungsi total pada APAB Dry Powder|APAB Dry Powder|Gedung D|Lantai 3|Zona Utara|Sistem Pemadam Kebakaran|Ringan|Aus normal|Tidak berfungsi total|278000
Tidak bisa dipakai karena aus, agak berisik saat diaktifkan|Perbaikan telah selesai dengan total biaya Rp 278000 untuk mengatasi masalah aus normal pada APAB Dry Powder|APAB Dry Powder|Gedung D|Lantai 3|Zona Utara|Sistem Pemadam Kebakaran|Ringan|Aus normal|Tidak berfungsi total|278000
Sistem pemadam kebakaran macet kadang-kadang, dikarenakan aus normal|Teknisi telah melakukan perbaikan dengan biaya Rp 278000 untuk mengatasi masalah tidak berfungsi total pada APAB Dry Powder|APAB Dry Powder|Gedung D|Lantai 3|Zona Utara|Sistem Pemadam Kebakaran|Ringan|Aus normal|Tidak berfungsi total|278000
DVR CCTV di Gedung B lantai 2 Zona Utara netes sedikit karena kelembaban tinggi|Teknisi telah memperbaiki DVR CCTV yang retak karena kelembaban tinggi dengan biaya perbaikan total Rp 708000|DVR CCTV|Gedung B|Lantai 2|Zona Utara|Security Sistem|Sedang|Kelembaban tinggi|Retak/pecah|708000
DVR CCTV di Gedung B lantai 2 Zona Utara agak berisik dan retak|Teknisi telah memperbaiki DVR CCTV yang retak karena kelembaban tinggi dengan biaya perbaikan total Rp 708000|DVR CCTV|Gedung B|Lantai 2|Zona Utara|Security Sistem|Sedang|Kelembaban tinggi|Retak/pecah|708000
DVR CCTV di Gedung B lantai 2 Zona Utara kotor dan pecah karena kelembaban tinggi|Teknisi telah memperbaiki DVR CCTV yang retak karena kelembaban tinggi dengan biaya perbaikan total Rp 708000|DVR CCTV|Gedung B|Lantai 2|Zona Utara|Security Sistem|Sedang|Kelembaban tinggi|Retak/pecah|708000
Lampu LED di lantai 2 gedung parkir zona selatan netes sedikit karena overload dan korsleting|Laporan teknisi: telah dilakukan perbaikan pada lampu LED di lantai 2 gedung parkir zona selatan dengan biaya perbaikan Rp 416000|Lampu LED|Gedung Parkir|Lantai 2|Zona Selatan|Electrical|Ringan|Overload|Korsleting|416000
Lampu LED di gedung parkir lantai 2 zona selatan agak berisik dan korsleting karena overload|Laporan teknisi: telah dilakukan perbaikan pada lampu LED di gedung parkir lantai 2 zona selatan dengan biaya perbaikan Rp 416000|Lampu LED|Gedung Parkir|Lantai 2|Zona Selatan|Electrical|Ringan|Overload|Korsleting|416000
Lampu LED di lantai 2 zona selatan gedung parkir macet kadang-kadang karena korsleting dan overload|Laporan teknisi: telah dilakukan perbaikan pada lampu LED di lantai 2 zona selatan gedung parkir dengan biaya perbaikan Rp 416000|Lampu LED|Gedung Parkir|Lantai 2|Zona Selatan|Electrical|Ringan|Overload|Korsleting|416000
Lantai karpet bocor parah karena usia pakai|Telah dilakukan perbaikan kebocoran pada lantai karpet dengan biaya total Rp 6283000|Lantai Karpet|Gedung Servis|3|Utara|Civil|Berat|Usia pakai|Kebocoran|6283000
Lantai karpet Gedung Servis mengalami kebocoran hebat akibat usia pakai yang sudah lama|Perbaikan telah dilakukan dengan mengganti komponen yang rusak dan memperbaiki kebocoran, total biaya perbaikan Rp 6283000|Lantai Karpet|Gedung Servis|3|Utara|Civil|Berat|Usia pakai|Kebocoran|6283000
Lantai karpet di Gedung Servis, Lantai 3, Zona Utara bocor sangat parah karena usia pakai yang sudah tidak layak|Telah dilakukan perbaikan kebocoran dengan mengganti komponen yang rusak dan memperbaiki kerusakan, biaya perbaikan total Rp 6283000|Lantai Karpet|Gedung Servis|3|Utara|Civil|Berat|Usia pakai|Kebocoran|6283000
Lantai vinyl bocor sedikit karena usia pakai|Teknisi telah memperbaiki kebocoran lantai vinyl dengan biaya perbaikan sebesar Rp 446000|Lantai Vinyl|Gedung D|Lantai 4|Zona Utara|Civil|Ringan|Usia pakai|Kebocoran|446000
Lantai vinyl ada kebocoran kecil akibat usia pakai yang sudah lama|Teknisi telah melakukan perbaikan atas kebocoran lantai vinyl dengan total biaya perbaikan Rp 446000|Lantai Vinyl|Gedung D|Lantai 4|Zona Utara|Civil|Ringan|Usia pakai|Kebocoran|446000
Lantai vinyl mengalami kebocoran ringan karena usia pakai yang sudah tua|Teknisi telah memperbaiki kebocoran lantai vinyl dengan biaya perbaikan sebesar Rp 446000 dan telah selesai dengan baik|Lantai Vinyl|Gedung D|Lantai 4|Zona Utara|Civil|Ringan|Usia pakai|Kebocoran|446000
Sensor error parah, human error menyebabkan ground water tank tidak berfungsi|Teknisi telah memperbaiki sensor error pada ground water tank dengan total biaya perbaikan Rp 9953000|Ground Water Tank|Gedung Utama|17|Zona Timur|Distribusi Air|Berat|Human error|Sensor error|9953000
Sensor rusak total, kemungkinan karena human error saat perawatan|Teknisi telah memperbaiki sensor error pada ground water tank dengan total biaya perbaikan Rp 9953000|Ground Water Tank|Gedung Utama|17|Zona Timur|Distribusi Air|Berat|Human error|Sensor error|9953000
Ground water tank tidak berfungsi karena sensor error, kemungkinan disebabkan oleh human error|Teknisi telah memperbaiki sensor error pada ground water tank dengan total biaya perbaikan Rp 9953000|Ground Water Tank|Gedung Utama|17|Zona Timur|Distribusi Air|Berat|Human error|Sensor error|9953000
Push Button|Gedung Utama|Lantai 7|Zona Selatan|Security Sistem|Ringan|Overload|Getaran berlebihan|Rp 322000|Teknisi telah memperbaiki Push Button yang mengalami getaran berlebihan akibat overload dengan biaya perbaikan sebesar Rp 322000
Push Button|Gedung Utama|Lantai 7|Zona Selatan|Security Sistem|Ringan|Overload|Getaran berlebihan|Rp 322000|Teknisi telah selesai memperbaiki Push Button yang mengalami getaran berlebihan karena overload dengan total biaya perbaikan Rp 322000
Push Button|Gedung Utama|Lantai 7|Zona Selatan|Security Sistem|Ringan|Overload|Getaran berlebihan|Rp 322000|Push Button yang mengalami getaran berlebihan akibat overload telah diperbaiki oleh teknisi dengan biaya perbaikan sebesar Rp 322000
AC Split tidak mengeluarkan udara yang cukup kuat, sepertinya karena kurang perawatan|Telah dilakukan perbaikan pada AC Split yang mengalami aliran lemah akibat kurang perawatan, dengan total biaya perbaikan sebesar Rp 8985000|AC Split|Gedung Utama|Lantai 2|Zona Selatan|Mekanical|Berat|Kurang perawatan|Aliran lemah|8985000
AC Split mati total karena aliran lemah, tidak bisa digunakan lagi|Telah dilakukan perbaikan pada AC Split yang mengalami aliran lemah akibat kurang perawatan, dengan total biaya perbaikan sebesar Rp 8985000|AC Split|Gedung Utama|Lantai 2|Zona Selatan|Mekanical|Berat|Kurang perawatan|Aliran lemah|8985000
AC Split tidak bisa mengeluarkan udara yang cukup, kemungkinan karena filter kotor dan kurang perawatan|Telah dilakukan perbaikan pada AC Split yang mengalami aliran lemah akibat kurang perawatan, dengan total biaya perbaikan sebesar Rp 8985000|AC Split|Gedung Utama|Lantai 2|Zona Selatan|Mekanical|Berat|Kurang perawatan|Aliran lemah|8985000
Lampu mati karena faktor lingkungan, mengganggu rutinitas|Telah memperbaiki masalah lampu mati pada Control Panel Hydrant Diesel Pump dengan total biaya perbaikan Rp 1714000|Control Panel Hydrant Diesel Pump|Gedung C|Lantai 6|Zona Tengah|Electrical|Sedang|Faktor lingkungan|Lampu mati|1714000
Lampu control panel hydrant diesel pump mati karena cuaca buruk, agak mengganggu|Telah memperbaiki masalah lampu mati pada Control Panel Hydrant Diesel Pump dengan total biaya perbaikan Rp 1714000|Control Panel Hydrant Diesel Pump|Gedung C|Lantai 6|Zona Tengah|Electrical|Sedang|Faktor lingkungan|Lampu mati|1714000
Lampu hidrant diesel pump tidak menyala karena faktor lingkungan, kotor, mengganggu rutinitas harian|Telah memperbaiki masalah lampu mati pada Control Panel Hydrant Diesel Pump dengan total biaya perbaikan Rp 1714000|Control Panel Hydrant Diesel Pump|Gedung C|Lantai 6|Zona Tengah|Electrical|Sedang|Faktor lingkungan|Lampu mati|1714000
Lampu LED di Gedung A, Lantai 3, Zona Barat retak dan mengganggu|Lampu LED di Gedung A, Lantai 3, Zona Barat telah diperbaiki dengan biaya Rp 1830000|Lampu LED|Gedung A|Lantai 3|Zona Barat|Electrical|Sedang|Kualitas material|Retak/pecah|1830000
Lampu LED di Gedung A, Lantai 3, Zona Barat pecah dan perlu diganti|Lampu LED di Gedung A, Lantai 3, Zona Barat telah diperbaiki dengan biaya Rp 1830000|Lampu LED|Gedung A|Lantai 3|Zona Barat|Electrical|Sedang|Kualitas material|Retak/pecah|1830000
Lampu LED di Gedung A, Lantai 3, Zona Barat mengalami kerusakan retak dan memerlukan perbaikan|Lampu LED di Gedung A, Lantai 3, Zona Barat telah diperbaiki dengan biaya Rp 1830000|Lampu LED|Gedung A|Lantai 3|Zona Barat|Electrical|Sedang|Kualitas material|Retak/pecah|1830000
AC Cassette yang sudah tua mulai aus dan berisik|Telah dilakukan perbaikan pada AC Cassette dengan biaya total Rp 193000 untuk mengatasi masalah aus dan abrasi|AC Cassette|Gedung B|7|Barat|Mechanical|Ringan|Usia pakai|Aus/abrasi|193000
AC Cassette saya mengalami abrasi ringan sehingga suaranya tidak nyaman|Telah dilakukan perbaikan pada AC Cassette dengan biaya total Rp 193000 untuk mengatasi masalah aus dan abrasi|AC Cassette|Gedung B|7|Barat|Mechanical|Ringan|Usia pakai|Aus/abrasi|193000
AC Cassette di kantor saya mulai aus dan berdebu, perlu diperbaiki|Telah dilakukan perbaikan pada AC Cassette dengan biaya total Rp 193000 untuk mengatasi masalah aus dan abrasi|AC Cassette|Gedung B|7|Barat|Mechanical|Ringan|Usia pakai|Aus/abrasi|193000
Jet Shower| Jet Shower di Gedung Utama, Lantai 8, Zona Timur mengalami sensor error karena faktor lingkungan, sehingga mengeluarkan air yang tidak stabil|Jet Shower|Gedung Utama|8|Timur|Plumbing|Sedang|Faktor lingkungan|Sensor error|1483000
Jet Shower| Jet Shower di Gedung Utama, Lantai 8, Zona Timur mengalami kesalahan sensor yang disebabkan oleh faktor lingkungan, sehingga perlu diperbaiki dengan biaya Rp 1483000|Jet Shower|Gedung Utama|8|Timur|Plumbing|Sedang|Faktor lingkungan|Sensor error|1483000
Jet Shower| Jet Shower di Gedung Utama, Lantai 8, Zona Timur mengeluarkan air yang tidak stabil karena sensor error yang disebabkan oleh faktor lingkungan, teknisi telah memperbaiki dengan biaya Rp 1483000|Jet Shower|Gedung Utama|8|Timur|Plumbing|Sedang|Faktor lingkungan|Sensor error|1483000
Exhaust Fan|Teknisi telah memperbaiki Exhaust Fan yang rusak total dengan biaya perbaikan sebesar Rp 2069000|Exhaust Fan|Gedung C|Lantai 2|Zona Selatan|Ventilasi Sistem|Berat|Aus normal|Tidak berfungsi total|2069000
Exhaust Fan|Teknisi telah melakukan perbaikan Exhaust Fan yang mengalami kerusakan total akibat aus normal dengan biaya perbaikan sebesar Rp 2069000|Exhaust Fan|Gedung C|Lantai 2|Zona Selatan|Ventilasi Sistem|Berat|Aus normal|Tidak berfungsi total|2069000
Exhaust Fan|Setelah melakukan inspeksi, teknisi menemukan bahwa Exhaust Fan rusak total akibat aus normal dan telah diperbaiki dengan biaya perbaikan sebesar Rp 2069000|Exhaust Fan|Gedung C|Lantai 2|Zona Selatan|Ventilasi Sistem|Berat|Aus normal|Tidak berfungsi total|2069000
